subnum,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,age,gender,gender_3_TEXT,tech,comments,hitId,assignmentID,workerId,country,confirmation_code
247,12/23/20 8:50,12/23/20 9:01,0,100,647,1,12/23/20 9:01,R_snIoTOzZpGXOJS9,anonymous,EN,22.782,37.844,192.536,4,,,,,,,,"23C4698,17C80,25C2199,17C1126,24C1187,21X2315,15X1829,26X4291,24C1049,16C1171,25C987,19C1163,20X2541,15C1788,16C1045,26C2115,23C865,18C1716,22C1023,20C1137,END","12X2521,6C2366,7X1597,11X1882,14X2031,2X1336,5C916,5X2420,13X1804,9C869,3X2908,6C1874,8X2157,11X1584,10X2457,13C842,9X2056,4C840,2C1742,1C1147,END","12X3430,19X3242,2C1803,17C1068,6C1159,16C1351,13C1932,25C910,1C1101,22C1618,11C1832,20C1137,4C1211,24X2723,9X1924,21C1626,5X2111,26C1935,14C1376,18C1206,END","8X2345,21X2569,2C1110,15X2240,13C1106,16C1061,11C852,24X2020,2C991,21C1184,3X1527,26C1460,14C876,17C985,4C1243,25C1000,1C1590,18C1033,6C2265,15C963,3X1444,22X2228,9X1351,23X1643,5X1692,19C933,8C1225,20C1171,7C1219,26C1221,10X1680,18C912,9X1256,17C763,11X1473,19C858,1C1142,24X1337,12X2801,25X1516,END","19C2614,17C979,18C1082,21X1875,15C1113,16C989,24C910,17C1142,22C925,15C983,25C1001,16C946,24C853,21X1694,18C1068,16C804,15C1254,17C1071,19C780,17C609,20C718,20C626,23C827,26X1341,23X1571,26C2036,24C893,25C930,21C1162,25C946,16C873,23C794,22C704,26C781,22C676,18C895,22C996,23C782,20C879,19C1135,END","9C1396,17X1886,11X1839,24C972,1C844,20C1489,14C1004,23X1770,10C1223,21C1665,2C1405,25C1321,3X1997,22C1459,13C942,16C1067,7X1900,18X2990,6C1324,15C994,END","9X2254,26C795,11X1808,18C948,3C866,17C800,14C967,23C1187,5C899,25C999,13C704,26X2076,10C876,23C716,3X1463,19X2077,9C876,16X1679,1C1002,25C997,8C1233,16C973,8C1126,15C967,4C1172,24C906,4X1766,22C851,2C990,21C1035,7X1444,15X1804,6C1112,20C1312,1C1148,21X1604,12C1000,18C957,10X5486,20C1009,END",,,,,,,,,,,,,,,3.635,24.791,25.224,5,41,2,,,GOOD STUDY,,,anonymized,,2940753
248,12/23/20 8:54,12/23/20 9:01,0,100,432,1,12/23/20 9:01,R_3CH1FHH5P9Dsycz,anonymous,EN,0,0,10.038,0,,,,,,,,,,,,,,,,,,,,,,"15C1362,25C903,19C830,22C818,23X2453,18C1030,24C1252,26X2077,24C993,15C880,25C879,26C878,20C976,19C847,18C807,16C845,21C884,17C855,20C847,23C1020,END","11X2565,10C1215,8C1384,1X2445,10C1211,5C1202,7X1911,4C1524,9C1409,14C937,14C896,7C1139,2C1707,13C1054,6C1049,3C963,8C1053,2C977,12C1226,6X1837,END","10X2076,18C1167,4X1672,15C883,12X1501,17C788,14C1293,23X1552,7C1015,26C1320,3X1789,24C1041,2C1254,20C954,1C1248,21C892,9X1926,16C838,11X1327,22C845,END","6C1716,23C1060,2C814,19C845,2X1566,21C973,9X1138,26X1177,10X1588,16C833,5C924,25C1047,10X1266,17C713,8X1197,23C832,14C1169,22C36,11C1002,15C833,11C924,15C750,12X1403,25C994,13C872,24C905,1C940,18X1215,8X1249,21C862,5C756,16C760,4C766,22C692,7X925,20X1299,3X1198,20X1305,3X1469,17C784,END","26C1636,19C685,15C870,24C747,22C717,19C765,20C932,19C761,16C772,18C847,21C752,20C698,15C781,22C868,25C777,16C763,18C748,22C823,26C916,17C713,23X1459,15C838,21C812,16C719,24C752,22C837,18C709,17C715,20C817,23C993,26C736,25C821,17C783,26C777,20C756,24C789,23C1058,25C718,21C605,16C598,END","11X1654,18C925,1C1224,22C798,10C968,19C905,5X1567,26C866,3X1423,15C769,14X1237,16C862,9X1579,17C767,7C852,23X1125,6X1034,24X996,12C477,25C692,END","1C1044,21C832,11X1327,25C807,5X1605,23C1110,2X1196,21C699,8C817,19C768,4X1292,20C742,12C770,15C817,5C775,16C784,2C788,22C839,12C768,24C822,10C1259,19C824,3C703,15C772,6C936,24C886,13X1653,17X1006,9X1429,22C697,14C798,16C722,7C1025,18C686,8X1337,26C761,10C961,26C753,4X1223,17C920,END",2.707,7.551,8.97,3,58,2,,,,,,anonymized,,277817
249,12/23/20 8:57,12/23/20 9:01,0,100,289,1,12/23/20 9:01,R_1E4q8zSVgC0FeUZ,anonymous,EN,0,0,7.493,0,,,,,,,,,,,,,,,"17C896,15C738,26C999,22C709,20C724,18C929,16C1014,24C859,19C1330,20C847,24C849,25C1015,16C706,15C944,19C803,22C754,25C871,23C988,23C614,21C638,END","14C1340,6X1650,9C1313,5X1892,4C1540,3C835,13C734,1C1595,11C1227,1C1227,2C1132,9C1297,5C811,8C1158,2C922,12C1124,7C906,13C1051,10C1479,11C977,END","5C1304,26C872,3C1019,20C977,12C858,24C1423,9C875,16C816,1C791,25C1190,4C1588,19C1255,7C1247,22C718,14C742,18C875,10C881,21C958,13X1468,17C774,END","7C1604,26C905,2X1619,17C757,9C980,15C880,5C930,21C925,8C823,23C940,12C1012,25C776,4C855,20C1062,14C1003,18C832,2C810,24C788,9C886,25C952,1C749,15X1352,11C1226,19C1060,3C900,16C744,6C720,26C833,8C782,18C795,13X1265,17C825,10X1616,24C1057,5C1133,16X1542,12C1519,22C754,6X1840,22C1285,END","24C773,21C1104,22C690,24C831,18C661,18C641,21X1312,21C602,17C805,16C819,19C753,22C807,26C912,25C924,24C601,26C644,17X992,19C718,25C704,16C760,16C642,16C584,17C816,20C770,15C1086,19C870,20C870,21C789,18C924,26C1041,18C875,23C1158,25C1043,23C848,24C842,23C1018,20C783,15C899,22C808,15C899,END","11C1919,19C1011,3C822,18C798,5C1015,24C717,13C901,25C991,1X1703,22C982,9C1095,21C948,8C968,26X1778,4C1989,16C1081,14X1337,20C1004,6C1185,17C954,END","4C1271,21C838,2C952,18C869,9C871,19C798,3C1433,25C819,7C799,23X1586,4C908,22C821,10C1060,21C1030,3C887,23C875,14X1575,22C944,1C1277,16C1115,8C839,17C1086,5X1240,15C789,11C1979,17C1003,1C1000,26C875,8X1420,25C819,13X1980,16C1028,6C1107,15C1208,11C1284,19C839,12X1392,24C1070,12C1354,20X1300,END",,,,,,,,2.504,5.529,8.811,2,49,1,,,,,,anonymized,,3512244
250,12/23/20 8:53,12/23/20 9:01,0,100,518,1,12/23/20 9:01,R_BrbK3PlLPQrWEWB,anonymous,EN,0,0,10.767,0,,,,,,,,,,,,,,,,,,,,,,"22X8802,21C1490,18C869,19C1417,26C1308,24C1079,22C1778,18C907,24C1294,17X1535,20C1535,23C1819,25C804,15C759,25C785,17C851,16C813,20C963,26C887,16C918,END","8C1816,12C1173,8C1483,14C1048,5X2054,1X2241,12C1779,11C1366,1X1985,10X4000,6C1688,14X3206,2X3896,7X2909,7C660,3X1835,4C785,3C815,13C1662,9C1361,END","5X2711,23C1921,8X4303,25C1044,9C2820,26X1798,1X2690,22C1665,3C1891,15C1069,13C2344,17C1126,6X1698,16C1160,7C2204,18C1114,11X2320,19C1536,12C1271,24C1704,END","13C2109,21C1032,3C2005,24C1544,8C2265,24C1309,5C1770,23C1558,4C2039,18C963,4C927,17C1166,7C1103,25C1022,2C1475,16C1221,12X1732,21C1116,10X2268,20C2585,14X2649,23C1706,13X1514,18C1082,9C1970,16C1093,1C1279,17C919,6C2967,26C3794,3C1400,15C1033,1C1077,26C1736,10X2306,20C736,12X1448,22C1100,11X1737,19C1053,END","23C2573,26C934,19C647,15C766,19C603,18C623,26C1252,17C599,15C735,20C649,21C748,25C955,23C1747,23C550,22C837,16C616,21C647,19C562,17C753,22C836,21C1093,24C842,26C739,18C658,15C886,21C1424,16C729,24C751,17C791,25C647,25C608,18C569,17C668,20C700,24C807,22C1610,20C637,23C1263,16C777,15C630,END","8C2162,18C826,12C879,17C883,11X2041,22C2329,2C2421,26X2447,9C942,20C1244,4C1711,24C1172,6X1788,19X1613,1X2739,15C1290,7C1251,25C1437,10X2567,21C942,END","12C1318,17C2124,4X1521,15C1185,4X2877,22X2048,5C6240,24C1062,1C1616,15C1647,9X15015,20C1738,2C3366,22C860,14C1486,18C804,8C960,17C762,13C1083,26C1032,3C880,19C1127,11C1784,25C792,12C741,23C1647,2C3439,21C1033,3C3732,20X1630,14C863,24C816,10X1846,16C1168,9C1637,23C1436,6C1425,26C1849,7C995,16C699,END",2.526,8.929,10.064,10,42,2,,,,,,anonymized,,7499695
251,12/23/20 9:00,12/23/20 9:02,0,100,119,1,12/23/20 9:02,R_3polvx4mVnJUKV3,anonymous,EN,1.495,7.038,7.47,25,"23C693,16C65,18X171,21C52,15X236,20C16,26X99,22C78,21C29,25C70,19X139,25X190,15X205,26X227,19X167,17C16,24X153,18X180,23X133,16X197,END","7X654,13X165,9C23,10C45,2X131,14X164,11C20,5C149,3C34,4C5,5C5,2C4,6X262,8C127,12C11,14X282,3X181,12X114,1X190,13X156,END","8X355,20X219,5C59,26X131,12C26,21C10,11C64,18X178,1X241,23X130,6X159,19C26,13X143,24C23,9C20,17X167,2C49,15C30,3C41,25X176,END","10C349,16X523,9X323,20X263,3C77,23X209,13C48,25C10,14C11,18C118,7X177,24X198,4C7,16X188,1X168,20X151,4X157,25X166,5X156,21C61,2C23,22X175,1X313,15X153,8C49,19C45,3C147,26X146,14C110,21C138,9C151,18C120,6X138,19X132,12C106,24C137,10X115,23X110,11X105,17X135,END","24C243,20X494,18C85,21X224,16X180,18C106,26X183,24C74,25C42,16X199,20C19,15C42,19C17,20C20,21X154,22C20,19X164,26C133,25C66,22C32,16X149,26X179,23C17,16X148,17C12,17C54,23X159,15X186,24X212,19X152,23C167,25C19,24C31,22C33,26X210,21X184,18C65,20X116,15X105,17C127,END","14C281,17C110,3X517,19X312,1X171,18X218,13C26,16C7,6X166,23C4,7C6,15C108,2X222,25C6,9X133,21X151,11X160,24X126,8X193,26X180,END","5C154,23C39,6C28,26C40,3C51,24C38,14X459,16C131,11C190,17C210,5X608,19X591,7X590,21C50,10X206,15C92,2X354,17X288,9C42,20C23,13C17,20C81,4X35,26X213,8C117,21X197,14C30,25C56,13X161,24X161,4X156,23X152,7X150,22C150,9C141,16C106,12C96,18X112,1C20,18C11,END",,,,,,,,,,,,,,,,,,,,,,0,0,22.001,0,33,1,,I didn't get how to do this. Sorry!,Have a Merry Christmas!,,,anonymized,,6059275
252,12/23/20 8:56,12/23/20 9:03,0,100,418,1,12/23/20 9:03,R_AAQmPFjRUnvpMwF,anonymous,EN,0,0,7.299,0,"26C2272,24C1508,21C1039,19C796,17C868,18C739,25C961,24C1340,18C1004,17C1663,22C1102,15C2374,16C1301,26C971,21C1090,15C1026,20C1518,19C964,25C848,23C1346,END","12C3775,4C2227,14C1450,2C1468,6C974,10C1405,7C1519,13C1520,1C2053,7C1882,8X3564,2C1298,5C1263,10X2221,3C1260,9C2676,11C1332,9C1230,14C927,6C906,END","9C1918,26C1037,4C1557,15X2855,5C1504,19C1356,11C1053,25C1146,1C1047,20C1516,8C1335,18C1030,10C964,24C1142,13X1961,16C2025,2C1008,22C822,3C1128,23C1181,END","1C3031,25C1135,4C1162,16C1226,11C830,20C1127,9C1130,15C1226,13C1202,19C1110,3C1031,24C1105,10C1879,16C925,2C962,17X3024,14C1228,15C977,14C1233,23C1505,13C1066,18C1040,1C1087,26C1199,10C1485,21C1052,7C1060,17C1671,2C1118,22C1146,12C1082,21C1334,5C895,24C1204,8C1177,23C978,6C1139,25C1012,6C1260,18C1375,END","25C2414,24C1481,25C1071,25C849,22C870,20C906,19C892,23C1110,18C1218,21C1025,19C1200,22C1045,21C1361,17C843,23C1170,18C904,23C1095,24C1345,20C903,24C883,25C1054,23X2047,20C3207,19C1202,15C954,15C908,26C938,19C922,17C881,15C925,26C900,16C920,18C1348,26C900,16C947,17C1043,22C744,21C1130,20C902,16C1106,END","13X2896,20C1682,5C2034,22C1699,12C2154,21C1849,11X2613,26C1585,2X2132,23C1890,8X2235,15X4116,4C2080,24C1438,1C1600,19C1156,7C2001,16C2126,9X2797,17C1307,END","14X3919,22C1306,7X1987,16C1561,2X2834,16C1906,2X2865,19C3043,9C2121,20C2054,11X2594,20C1339,14C1995,25C1467,4X2093,19C1554,13C2034,18C1219,8X2119,24C2185,10X2367,26C1910,3X2232,23C1918,6C1048,24C1521,1C1184,18X2125,11X2755,17C1647,8X2333,26C1567,5C1058,25C1781,12C1864,15X2489,5C2257,21C1237,1C1116,21C1190,END",,,,,,,,,,,,,,,,,,,,,,3.671,9.785,13.049,2,70,1,,,,,,anonymized,,5407847
253,12/23/20 8:57,12/23/20 9:04,0,100,394,1,12/23/20 9:04,R_2Y3w2Ml3QnB927I,anonymous,EN,0,0,7.533,0,,,,,,,,"25C1672,26C1901,21C988,17C829,21C842,22C1095,19C1202,16C730,26C1013,15C905,20C736,24C1186,15C978,22C1051,23C1300,18C1069,19C781,20C657,17C676,23C779,END","11C1784,10C2324,12C1576,14C1480,4X6236,13X3744,14C1398,1C1221,5C1076,3C1164,8C1438,13C1061,6X2435,1X2417,9C1892,7C1350,3C834,10C930,6C1357,2C1475,END","9C3848,26C1187,7C1035,18C1401,8C2358,24C1572,3X1813,20C1503,1X2567,22C1618,5C1274,25C1369,12C1733,17C1669,10C3013,23C2205,14X2306,19C1071,2C1094,16C959,END","9X6040,21C1220,4C1693,19C1200,2C1234,15C1440,8C1948,26C1795,12X2602,24C1935,11X2310,18C1149,6C2436,22C1626,5C1539,17C1012,1X1983,16C1134,6C1631,20C1454,2C1207,19C795,7C1170,23C1310,13C1916,21C1114,10X2582,24C1702,8X2215,25C1389,7C1741,20C1004,3C1464,18C1034,11C2174,23C1647,12X2531,22C1510,14C1995,15C970,END","18C2320,21C1262,15C1007,23C1090,16C1037,18C1059,21C877,20C891,19C998,26C1179,20C859,25C788,25C701,23C813,25C896,24C937,19C740,17C684,20C689,26C964,15C865,19C927,22C931,17C996,18C795,23C865,21C840,16C806,16C625,24C792,26C1143,21C895,17C904,24C1128,24C636,22C771,17C773,18C703,22C1158,15C924,END","14C2920,25C796,1X2226,16C1041,11C1446,26C1226,10C1858,23C1428,7C1588,22C1044,12C2448,17C1245,13C1999,18C2085,4C1568,15C1603,5C1079,19C972,3C1655,24C1289,END","11C2848,23C1344,13C2664,24C1124,7C1321,22C1422,4X3684,16C953,14C1726,19C946,5C1281,24C1430,3C1052,22C1086,2C1202,15C1309,4C1461,20C1181,6C1237,21C1075,12C2647,23C1012,12C1006,18C919,8C1708,18C1182,7C1381,26C1230,1C2204,17C1833,5C1101,25C901,10X7144,17C1731,10X2301,15C1244,14C2688,20C1253,9C1695,25C1151,END",,,,,,,,,,,,,,,3.435,6.127,9.585,2,65,2,,,,,,anonymized,,2416554
254,12/23/20 8:52,12/23/20 9:04,0,100,720,1,12/23/20 9:04,R_3NINzyDgqAjsfYL,anonymous,EN,0,0,8.771,0,,,,,,,,,,,,,,,,,,,,,,"24X7256,21C3393,22X4412,19C2163,16C1697,16C2216,20X4659,17C1867,21C3280,18C3010,25C2555,25C2235,24C1648,19C2252,15C3162,20X3696,26X3737,18C1758,23C2469,23C1369,END","14C2819,5X5353,13C3001,10X5109,11X3412,9C1453,3C2683,4X2959,6C2463,11X3243,9C1574,1X3982,7X2900,5X3687,12X3179,1C3189,8C3029,2C2731,2C1430,12X3387,END","3C3730,17C1595,14C4039,24C2836,8C2230,26C2582,11X3615,23C2684,2X4135,15C1961,13C2487,19C1778,10X3457,22C2054,1C1778,18C1388,7X4461,21C1897,6X3372,16C1848,END","3C2199,18C1444,1C1417,26C1847,7C2018,24C2230,2X2790,15C1748,12X4451,19C1478,9C2235,22C1833,14C3154,25C2047,4X4563,15C1849,2C2692,26C1242,3C1303,17C1409,10X3351,21C3614,4X3147,16C1764,5X5048,25C1685,9C1921,20X2806,6X2788,21C2096,8C2440,23C2176,13X3857,17C1849,14C2217,23C2012,11C3273,18C1735,8C1912,16C1624,END","22X3993,26X5083,15X3263,20C1890,24X3943,24C1950,24C1818,25C2525,21C3646,21C1598,17C1477,23X5028,18C1847,18C1317,15C1566,26C2514,21C2600,19C1524,18C1273,15C1256,22C2929,23C1605,17C1292,21C2567,20C2483,20C1227,19C1408,15C1569,25C1755,24C1795,16C2758,22C3138,16C2271,23C2015,16C2251,19C1874,20C1309,17C1335,26C2137,25C1537,END","10X8800,15C1613,5X4977,18C1642,7C2789,20C1622,13X3061,19C1263,6X3864,24C2706,11X4459,23C1904,12C2368,22C2246,14X4062,25C2105,1X3672,16C1504,3X3279,26C1399,END","7C3200,25C1517,11X4119,20C1580,10C1725,20C1488,12C2347,25C1770,2X4013,22C2446,13X3331,15C1623,4X3205,23C1779,13X4047,24C1549,6C1768,21C2128,8C2426,19C1502,10C1766,23C1919,5X3729,18C1950,9C1934,16C1553,14C2208,18C1517,1X3246,26C1516,1X4196,17C1706,7C1699,22X2930,3X3637,26C1628,8C1619,17C1469,3C2834,16C1490,END",4.821,31.054,36.946,4,29,1,,,nice,,,anonymized,,4629021
255,12/23/20 8:53,12/23/20 9:04,0,100,619,1,12/23/20 9:04,R_1C8EAsNv78CsSud,anonymous,EN,0,0,10.513,0,"15X3314,23X1735,20X1689,24X1597,26X1527,19X1705,18C1282,19C972,23X2268,16C841,21X1490,17C855,26C1084,20C786,16C752,22X1559,25C214,22C1018,17C866,21X2267,END","2C2949,8X1487,13C881,1X1493,6C535,11X1441,12C1969,3X1478,14X4311,5X11296,11C3493,1C677,10X1412,4X1102,9X1063,4X981,10X1063,7X1366,14X18918,7C48,END","10X2380,18C994,7C850,21X1446,4C708,25C828,5C636,19C771,2C807,15X1455,14X1414,17C638,9X1544,23X1505,12C557,16X2528,11X6941,24C951,3X1757,22X1519,END","10X4098,16X1264,14X1494,19C844,5C2191,22X31180,4C645,23X1418,5C1611,15C522,6C672,22X3526,13C49265,26X4640,7C341,23C94,9X1225,15X1354,13X5729,17C80,12C670,25X1891,2X1432,19C641,4C654,21X1281,3C575,17C1041,1C730,18C600,11X2047,21X1643,14X1244,20C363,9X1358,25C414,8C540,24C621,3X1155,16C792,END","17X2776,23C1052,22C767,21C673,17C761,26C690,18X1517,21C645,19C1290,21C741,19C759,15X1579,19C902,17C797,17C688,16C675,25X1354,20C775,15X1598,18C646,26X1530,22C812,16X3721,21X1626,26C599,23C596,25C556,20X1550,18C2673,16C2251,16C3925,20X2798,22C580,25C639,24C9419,23X1494,26C455,24C619,15X3149,24C694,END","10C2358,25C733,3X19320,20X1808,1C2795,22C247,12X1022,23X1493,6C602,21C803,4C710,18X4027,9X3321,26C138,8C68,16X299,14X1797,17C621,2X2182,19X1374,END","14X1934,16X6163,5C942,17C95,10C2098,17X4849,13X2021,21X4501,7X5247,21C607,14X1459,22C666,3X2757,23C671,1X2988,20X4121,13C848,24C465,7C583,24C960,1X8496,15C412,8C738,20C624,3X1452,22C311,6C5562,19X1131,9C403,26X3724,2C431,16X1198,12C399,25X9031,10X14892,19C491,4X1531,18X1171,11X10631,25C456,END",,,,,,,,,,,,,,,,,,,,,,5.269,7.997,10.956,2,30,1,,,,,,anonymized,,8414463
256,12/23/20 9:00,12/23/20 9:06,0,100,368,1,12/23/20 9:06,R_1DqZElLwyd9I8Ex,anonymous,EN,0,0,7.01,0,,,,,,,,"16C5137,15C2672,18C2328,21C792,19C668,23X2516,24C834,26C1801,22C787,25C746,17C718,18C870,25X1089,20C746,15C700,16C612,23X1219,26C707,17X970,21X962,END","1X3254,8X1497,14C1304,7X1256,11X1396,13C65,5X1081,14C1093,3C842,9C832,2C1284,7X1209,4C794,13C951,6X1489,12C792,4C1454,10C767,8X1203,6C1405,END","6X2119,25C1147,2C1919,21C1045,5C1375,19C945,12C1228,15C864,10C779,16C618,14C755,23X1357,8X1528,22C784,3C983,20X1294,13C704,26X1324,1C801,17C712,END","4C946,19C921,14C716,21C705,9C1037,26C840,13C708,16C726,7C792,18C717,1C823,15C714,9C801,18C855,4C838,22C930,1C1089,25C686,7C717,17X1283,8C641,22X940,10X1182,23X1211,12X1580,20C916,6X1279,16C702,10X1564,26X1159,5C641,25C848,3C740,23X1234,13X1185,17C435,11C430,15C430,2X998,24C1021,END","21C1107,15X1009,21C1343,20C673,21X1061,15C768,17C640,26C770,24C616,20C667,23X1180,19C706,17C644,17C679,23C747,16C695,23C662,19X1078,25C624,26X1160,25C731,19X1071,16C654,20X1398,16C633,22C739,17X1023,22X731,25C784,15C753,25C720,24C1026,18C690,20X723,26X1089,24X1088,18C953,21C731,18C678,22C898,END","14X2362,18C1055,1X1676,21C1634,10C1473,19C1059,2C2515,26C855,9C1034,15C1519,3C1732,23C825,11X2096,17C1016,4X1456,20C781,13C716,22C887,7C1035,24C913,END","1C2676,22C777,3X1932,23C2145,13X1586,25X1279,7C916,19C758,8X1206,19C696,8C720,18C653,13X1116,23X2230,7X1777,17C1117,9C734,26X1296,4C605,22X1229,4X1952,24C1246,5C2132,20C679,14X1502,15C714,12C786,21X1003,2C566,24C102,14X887,26C306,6X1148,15C890,2X1598,17C655,11C3108,20C743,10X1998,16X1542,END",,,,,,,,,,,,,,,0,0,5.14,0,24,2,,,,,,anonymized,,343076
257,12/23/20 8:58,12/23/20 9:06,0,100,482,1,12/23/20 9:06,R_2v24wSg9mv3yOTQ,anonymous,EN,0,0,7.201,0,,,,,,,,,,,,,,,,,,,,,,"22X4863,24C1258,19C877,20C933,21C898,26C3693,23C2579,18C771,15C13307,25C5065,26C11357,22C875,17C1180,16C15,20C787,17C652,15C894,18C2372,23C1084,21C908,END","11C2839,14X1437,11X50845,3C1741,9X1700,2C1200,2C669,7C964,9X1996,4X1060,1C629,5C3076,6C1286,12X1012,10X885,10C471,4X941,13C404,8X835,7X822,END","3X1527,16X965,6C652,20X932,1C524,17X1010,8X1141,18C516,14C381,25X1268,10X978,19X853,4X860,22C389,12X891,23C312,9X885,24C350,5C349,26C340,END","7C862,18X966,13C572,18C507,3X1444,15X878,2X1348,26C342,2X68770,16C1102,3C2094,23C782,1C1012,20C759,13X1316,21C654,5X2356,16C1196,14X2300,19C799,10C645,24X1109,10C1616,26C668,6C534,19X837,14X876,22X853,7C389,22C349,8X881,17X838,12C524,17C715,9C468,24X885,4X773,21C325,11X973,25C292,END","21X1424,16X1030,16C612,15C403,22X917,23X828,18X861,26X1165,25C413,24C437,23C395,26C357,22C419,21C383,19X869,24C438,22C380,26C547,23C478,21C453,19X895,18C2125,15C908,24C836,21C942,20C685,17C1028,25C837,17C717,16C1082,18C862,19C536,15C957,18C1655,25C1397,16C909,20C769,23C2765,17C2013,20C670,END","10C1183,23C1213,7C844,25C446,11X940,20C485,9X1326,22C891,4X1238,17C613,6C1142,16C645,5C398,15C420,14X1572,21C1116,2X1396,18C789,13C764,26X1097,END","14C1327,25X869,4X941,19C420,7C339,22X850,10X846,23C468,1X854,23X949,8C587,17X773,5C466,21X822,6C276,17C340,6C431,25X846,12C660,20X900,3C572,18C960,7C717,16C603,14X1742,16C786,2C957,24C820,13C1317,26C776,11C1045,15C716,11C637,15C557,10C828,26C2370,9X2247,20C777,4C852,21C1764,END",4.151,6.469,8.576,2,50,2,,,,,,anonymized,,6418001
258,12/23/20 8:55,12/23/20 9:07,0,100,720,1,12/23/20 9:07,R_1eLGDyeiMW9099l,anonymous,EN,0,0,8.774,0,,,,,,,,"19X13316,24X12016,26C9679,18X5186,26C2110,22X3469,16X4228,15X3169,16C1568,17C1536,25X3231,24C3757,23C7433,21C1315,20C2908,15C1570,19C1562,23X3130,25C2695,17C2048,END","5C6865,2C2889,7C1537,4C1304,13X3615,6X3225,7C1333,12X2388,13X2819,2X2671,3C2174,1C1559,10X2508,1C1477,8X3788,9C1294,9C1044,14C1217,8C1227,11C1501,END","2C4784,18X3368,6C2178,21C1548,14X2411,23X2840,4C1452,22C1071,7C1140,17X2930,8C1638,25C1453,12X2613,19C2149,5C1708,20X2558,11C1497,26X2446,10C1183,16C1813,END","14X3629,20C1056,8C1302,17C1030,10C1022,26X2099,6C1659,15X2236,4C1519,24C2426,10X2275,22X2391,5C985,19C1784,11C1557,25X2622,11X2713,24C1650,7C1560,25C1835,2C2166,21C1755,6X3163,18X2472,2C1357,18X2261,12X1913,26X2224,9X2444,19X2469,8C2355,20C1181,3X2188,16C1985,3X2521,21C1345,1C1170,23C1102,13X2345,16X2299,END","18C2352,21X3278,17X4023,23X2812,24C2501,24C1358,23C1698,23C1088,18X3129,19C1758,17C1284,16C1219,21X2408,25C2029,15X2821,16C1127,25X2215,26X2211,23C1240,19X2313,17C1183,24C1458,21C1005,16X3114,19C891,20C1116,21X2434,18X2382,19C1592,26X2080,18C1139,15X2795,15C1150,22X2872,26C861,20X2210,22X1788,25C941,20X3866,22X2354,END","13X4549,20X2917,9X2774,15X2766,4C1221,17C1437,7C1167,19C1296,8X2352,25C2038,3C1609,16C1391,14X2773,23C1543,2X4934,22X2369,12C1307,24C1523,5X2311,21X2202,END","1C1788,15X4259,13X2303,18C1252,10X2235,17C1081,6C1275,17C1193,5X3508,20X2800,7C1270,16C1080,3C1864,26X2305,1C1518,21X2190,12C1600,23C1690,12C1201,24C1096,14C1142,19C1890,9X2229,23C1703,8C2805,22C1525,9C1296,25C1380,4X2296,18C1395,7C1117,24C1448,11C1251,22C1248,4X2224,26C3683,11C1211,19C1367,2C1587,16C1135,END",,,,,,,,,,,,,,,3.68,16.018,24.266,4,44,1,,,USEFUL STUDY,,,anonymized,,6154021
